subset_mask,heads,size,n,correct,acc,ba,rescue,harm,delta_acc,delta_ba
142,1|2|3|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
143,0|1|2|3|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
144,4|7,2,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
145,0|4|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
146,1|4|7,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
147,0|1|4|7,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
148,2|4|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
149,0|2|4|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
150,1|2|4|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
151,0|1|2|4|7,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
152,3|4|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
153,0|3|4|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
154,1|3|4|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
155,0|1|3|4|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
156,2|3|4|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
157,0|2|3|4|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
158,1|2|3|4|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
159,0|1|2|3|4|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
160,5|7,2,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
161,0|5|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
162,1|5|7,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
163,0|1|5|7,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
164,2|5|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
165,0|2|5|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
166,1|2|5|7,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
167,0|1|2|5|7,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
168,3|5|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
169,0|3|5|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
170,1|3|5|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
171,0|1|3|5|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
172,2|3|5|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
173,0|2|3|5|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
174,1|2|3|5|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
175,0|1|2|3|5|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
176,4|5|7,3,41,18,0.43902439024390244,0.3821428571428571,1,1,0.0,0.0
177,0|4|5|7,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
178,1|4|5|7,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
179,0|1|4|5|7,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
180,2|4|5|7,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
