fold,held_out_port,statistic,direction,threshold_selected_on_train,train_mean_ba_gain,signal_value,action,ba,acc,cross_ba,mean_ba,oracle_ba,delta_ba,regret_vs_oracle_ba,class_support
Rotterdam,Shanghai,stat_delta_conf,-1,-0.117343,0.0015615450523305484,0.014510541369263774,cross,0.5213571318284888,0.4611673902556681,0.5213571318284888,0.43434575505070716,0.5213571318284888,-0.08701137677778159,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
PortKlang,Shanghai,stat_delta_conf,-1,-0.117343,0.0015615450523305484,0.018021500335632434,cross,0.4377323791849767,0.5080037664783428,0.4377323791849767,0.27795240345771716,0.4377323791849767,-0.15977997572725955,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""passenger_ship"": 51, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Fujairah,Shanghai,stat_delta_conf,-1,-0.117343,0.0015615450523305484,0.048354209876639076,cross,0.33648825383339154,0.35938253738543174,0.33648825383339154,0.2629189405700153,0.33648825383339154,-0.07356931326337623,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
JebelAli,Shanghai,stat_delta_conf,-1,-0.117343,0.0015615450523305484,0.06852632421394922,cross,0.49031133342278116,0.5166051660516605,0.49031133342278116,0.4299111510904902,0.49031133342278116,-0.06040018233229094,0.0,"{""container_ship"": 895, ""fishing_vessel"": 472, ""tug_towing"": 259}"
PortSaid,Shanghai,stat_delta_conf,-1,-0.117343,0.0015615450523305484,0.0325640194956176,cross,0.34214328577769537,0.36034732272069464,0.34214328577769537,0.28253942967275036,0.34214328577769537,-0.05960385610494501,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Rotterdam,Singapore,stat_delta_conf,-1,-0.117343,0.0014639484865598892,-0.006545600892689629,cross,0.5635145512350208,0.42528735632183906,0.5635145512350208,0.575332599657618,0.575332599657618,0.01181804842259715,0.01181804842259715,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortKlang,Singapore,stat_delta_conf,-1,-0.117343,0.0014639484865598892,0.12397505378122775,cross,0.691348129126926,0.4312977099236641,0.691348129126926,0.4377784970676948,0.691348129126926,-0.2535696320592312,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""passenger_ship"": 1, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Fujairah,Singapore,stat_delta_conf,-1,-0.117343,0.0014639484865598892,0.055931221299649,cross,0.6066072389337246,0.4482758620689655,0.6066072389337246,0.328976680620891,0.6066072389337246,-0.27763055831283356,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortSaid,Singapore,stat_delta_conf,-1,-0.117343,0.0014639484865598892,0.01883291947254606,cross,0.6909310344827586,0.5172413793103449,0.6909310344827586,0.46434641002402427,0.6909310344827586,-0.22658462445873434,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Rotterdam,Jebel Ali,stat_bias_shift_max_abs,-1,3.724541,-0.005012888557012296,5.5865202558722435,cross,0.6614156490275893,0.6217765042979942,0.6614156490275893,0.5808005427408414,0.6614156490275893,-0.08061510628674795,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Shanghai,Jebel Ali,stat_bias_shift_max_abs,-1,3.724541,-0.005012888557012296,4.505283991581522,cross,0.9235074626865671,0.8492647058823529,0.9235074626865671,0.8694029850746269,0.9235074626865671,-0.05410447761194026,0.0,"{""fishing_vessel"": 4, ""tug_towing"": 268}"
PortKlang,Jebel Ali,stat_bias_shift_max_abs,-1,3.724541,-0.005012888557012296,4.30826169743444,cross,0.6132896125433439,0.3490304709141274,0.6132896125433439,0.566127694859038,0.6132896125433439,-0.04716191768430589,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""passenger_ship"": 12, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Fujairah,Jebel Ali,stat_bias_shift_max_abs,-1,3.724541,-0.005012888557012296,4.2965903354004755,cross,0.3827860696517413,0.1489971346704871,0.3827860696517413,0.3597919493441881,0.3827860696517413,-0.022994120307553156,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
PortSaid,Jebel Ali,stat_bias_shift_max_abs,-1,3.724541,-0.005012888557012296,6.420605476420993,cross,0.6249525101763908,0.39255014326647564,0.6249525101763908,0.46382632293080056,0.6249525101763908,-0.1611261872455902,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Rotterdam,Qingdao,stat_bias_shift_max_abs,-1,3.724541,-0.005370952025370317,5.851454605958949,cross,0.30427082348678197,0.21439936356404138,0.30427082348678197,0.3276939992717402,0.3276939992717402,0.023423175784958228,0.023423175784958228,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Shanghai,Qingdao,stat_bias_shift_max_abs,-1,3.724541,-0.005370952025370317,7.760193063177663,cross,0.5899328859060403,0.38634361233480174,0.5899328859060403,0.5452860338766379,0.5899328859060403,-0.04464685202940244,0.0,"{""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortKlang,Qingdao,stat_bias_shift_max_abs,-1,3.724541,-0.005370952025370317,8.927137558546427,cross,0.5532616338558847,0.4068262063554335,0.5532616338558847,0.34199110880598166,0.5532616338558847,-0.211270525049903,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""passenger_ship"": 35, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Fujairah,Qingdao,stat_bias_shift_max_abs,-1,3.724541,-0.005370952025370317,4.972162337415209,cross,0.6686073283572861,0.6972951471758154,0.6686073283572861,0.63978217281435,0.6686073283572861,-0.028825155542936076,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
JebelAli,Qingdao,stat_bias_shift_max_abs,-1,3.724541,-0.005370952025370317,6.072840875788203,cross,0.8609305347371327,0.8121890547263682,0.8609305347371327,0.7381839133233404,0.8609305347371327,-0.12274662141379222,0.0,"{""container_ship"": 142, ""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortSaid,Qingdao,stat_bias_shift_max_abs,-1,3.724541,-0.005370952025370317,7.2899686541213535,cross,0.5254843201739579,0.375497215592681,0.5254843201739579,0.4194437293725855,0.5254843201739579,-0.10604059080137235,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Rotterdam,Shanghai,stat_bias_shift_max_abs,-1,3.724541,0.00078786989483981,3.4465109233532045,mean,0.43434575505070716,0.3227206946454414,0.5213571318284888,0.43434575505070716,0.5213571318284888,-0.08701137677778159,0.08701137677778159,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
PortKlang,Shanghai,stat_bias_shift_max_abs,-1,3.724541,0.00078786989483981,7.228149608068054,cross,0.4377323791849767,0.5080037664783428,0.4377323791849767,0.27795240345771716,0.4377323791849767,-0.15977997572725955,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""passenger_ship"": 51, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Fujairah,Shanghai,stat_bias_shift_max_abs,-1,3.724541,0.00078786989483981,5.4915044942376205,cross,0.33648825383339154,0.35938253738543174,0.33648825383339154,0.2629189405700153,0.33648825383339154,-0.07356931326337623,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
JebelAli,Shanghai,stat_bias_shift_max_abs,-1,3.724541,0.00078786989483981,7.99666326297193,cross,0.49031133342278116,0.5166051660516605,0.49031133342278116,0.4299111510904902,0.49031133342278116,-0.06040018233229094,0.0,"{""container_ship"": 895, ""fishing_vessel"": 472, ""tug_towing"": 259}"
PortSaid,Shanghai,stat_bias_shift_max_abs,-1,3.724541,0.00078786989483981,5.363458968395595,cross,0.34214328577769537,0.36034732272069464,0.34214328577769537,0.28253942967275036,0.34214328577769537,-0.05960385610494501,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Rotterdam,Singapore,stat_bias_shift_max_abs,-1,3.446511,-0.005438211048611349,3.724540908935701,cross,0.5635145512350208,0.42528735632183906,0.5635145512350208,0.575332599657618,0.575332599657618,0.01181804842259715,0.01181804842259715,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortKlang,Singapore,stat_bias_shift_max_abs,-1,3.446511,-0.005438211048611349,8.404972662208495,cross,0.691348129126926,0.4312977099236641,0.691348129126926,0.4377784970676948,0.691348129126926,-0.2535696320592312,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""passenger_ship"": 1, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Fujairah,Singapore,stat_bias_shift_max_abs,-1,3.446511,-0.005438211048611349,7.953944712190856,cross,0.6066072389337246,0.4482758620689655,0.6066072389337246,0.328976680620891,0.6066072389337246,-0.27763055831283356,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortSaid,Singapore,stat_bias_shift_max_abs,-1,3.446511,-0.005438211048611349,8.02540591654139,cross,0.6909310344827586,0.5172413793103449,0.6909310344827586,0.46434641002402427,0.6909310344827586,-0.22658462445873434,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
